id  , nama_sekolah
1435, SMPIT AL BUNYAN
1436, SMPIT AL FATIH CIGOMBONG
1437, SMPIT AL FATIH KLAPANUNGGAL
1438, SMPIT AL KHAIRIYAH
1439, SMPIT AL MADANY
1440, SMPIT AL MUSTHAFAWIYAH
1441, SMPIT AL UMMAH
1442, SMPIT AL-ITQON
1443, SMPIT AN NAWAWI AL BANTANI
1444, SMPIT AR-RISALAH
1445, SMPIT ARRIYADL
1446, SMPIT ATTAUFIQIYYAH
1447, SMPIT AULADUL MAHALI
1448, SMPIT BAIT QUR ANI BOARDING SCHOOL
1449, SMPIT DARUL QUR-AN MULIA
1450, SMPIT DARUL QURAN
1451, SMPIT GREEN BHAKTI INSANI
1452, SMPIT INSAN CENDEKIA AD-DA`WAH
1453, SMPIT INSAN GUNA INDONESIA
1454, SMPIT INSAN MULIA CITA MADANI
1455, SMPIT INSANTAMA
1456, SMPIT INSANTAMA LEUWILIANG
1457, SMPIT LUQMAN AL HAKIM
1458, SMPIT MUTIARA ISLAM
1459, SMPIT NAHWA NUR
1460, SMPIT NURUL FALAH
1461, SMPIT NURUL FIKRI BOGOR
1462, SMPIT NURUT TAUHID
1463, SMPIT UNGGULAN ALBAROKAH MADANI
1464, SMPIT YAPIDH 2 BOGOR
1465, SMPIT ZAID BIN TSABIT
1466, SMPN 2 LEUWISADENG
1467, SMPN 2 TANJUNGSARI
1468, SMPN 3 CIOMAS
1469, SMPN 3 SATAP JASINGA
1470, SMPN 3 SUKAMAKMUR
1471, SMPN SATAP 2 JASINGA
1472, SMPN SATU ATAP 1 NANGGUNG
1473, SMPN SATU ATAP CARINGIN
1474, SMPN SATU ATAP LEUWILIANG
1475, SMPN SATU ATAP LEUWISADENG
1476, SMPS AKADEMIA
1477, SMPS AL FALLAH CIGUDEG
1478, SMPS AL FIKRI
1479, SMPS AL JIHAD
1480, SMPS AL KAUTSAR LEUWISADENG
1481, SMPS AL MA ARIJ
1482, SMPS AL MADINAH MALATI
1483, SMPS AL-HADIID
1484, SMPS ALAM CIMANGGIS
1485, SMPS AMAL KASIH
1486, SMPS AMAL MULIA 2
1487, SMPS ANAK BANGSA
1488, SMPS ANANDA
1489, SMPS AR-RAHMAH
1490, SMPS AULIA
1491, SMPS BHAKTI PRATAMA
1492, SMPS BINA BANGSA MANDIRI 2
1493, SMPS BINA CENDIKIA
1494, SMPS BINA CIPTA INSANI
1495, SMPS BINA INSAN CITA
1496, SMPS BINA INSAN MANDIRI
1497, SMPS BINA INSANUL FIKRI
1498, SMPS BINA MANDIRI CIBUNGBULANG
1499, SMPS BINA PUTERA
1500, SMPS BINA REMAJA
1501, SMPS BOARDING SCHOOL TARBIYATUN NISAA
1502, SMPS BPS&amp;K TERPADU CILEUNGSI
1503, SMPS CAKRAWALA
1504, SMPS CITRA BERKAT
1505, SMPS DAARUL QURAN AL JANNAH
1506, SMPS DARUL ARQOM
1507, SMPS DHARMA PERTIWI
1508, SMPS FATHU MAKKAH 03
1509, SMPS GEMA AKBAR SENTOSA (GAS)
1510, SMPS GEMA BANGSA
1511, SMPS GENERASI MADANI
1512, SMPS GRANADA
1513, SMPS HANGTUAH 6
1514, SMPS IBNU HAMZAH
1515, SMPS IBNU SINA
1516, SMPS ISLAM ADZKIYA
1517, SMPS ISLAM AL BINA
1518, SMPS ISLAM AL HASYIMIYAH
1519, SMPS ISLAM AL-MUSTHOFA
1520, SMPS ISLAM ARRIYADUL HUDA
1521, SMPS ISLAM ARROHMAN
1522, SMPS Islam Attaufiq
1523, SMPS ISLAM BINA TAQWA
1524, SMPS ISLAM CIMANDE
1525, SMPS Islam Hasmi
1526, SMPS ISLAM INSAN KAMIL MANDIRI
1527, SMPS ISLAM MATHLAUL ANWAR
1528, SMPS ISLAM SOLALATUL HUDA
1529, SMPS ISLAM SUMADIREJA
1530, SMPS ISLAM TARBIYATUL HUDA
1531, SMPS ISLAM TEKNOLOGI INFORMATIKA HARAPAN
1532, SMPS IT AL HUDA
1533, SMPS IT AL ISHLAH
1534, SMPS IT AL QOSIMIYYAH
1535, SMPS IT AN NAJIYAH
1536, SMPS IT ARRAHMAH
1537, SMPS IT BINA MASYARAKAT MANDIRI (BMM)
1538, SMPS IT DAAR EL MANSUR
1539, SMPS IT DINAMIKA UMAT
1540, SMPS IT NURUL YAQIEN
1541, SMPS IT NURUSHIBYAN CIMANDE
1542, SMPS IT PERMATA MADANI
1543, SMPS IT RAHMATAN LIL ALAMIN
1544, SMPS IT ROUDLOTUL JANNAH
1545, SMPS IT TAHFIDHIL QURAN AL MUSTAQIMIYYAH
1546, SMPS IT YASALAM
1547, SMPS KUSUMA BANGSA TAJURHALANG
1548, SMPS LESTARI
1549, SMPS MAARIF NU CIOMAS
1550, SMPS MAN ANA
1551, SMPS MANDIRI CARINGIN
1552, SMPS MANDIRI CIGUDEG
1553, SMPS MENTARI BANGSA
1554, SMPS MITRA
1555, SMPS MODEL ISLAMI
1556, SMPS MUHAMMADIYAH 01 SUKAJAYA
1557, SMPS MUJAHIDIN
1558, SMPS MULIA
1559, SMPS MUTIARA KENCANA
1560, SMPS NAHDATUL ULAMA BOGOR
1561, SMPS NASIONAL PLUS BPK PENABUR
1562, SMPS NUSANTARA
1563, SMPS NUSANTARA MANDIRI
1564, SMPS PESONA DYWANTARA
1565, SMPS PGRI 01 TENJO
1566, SMPS PGRI 1 PARUNG
1567, SMPS PGRI 2 CIGOMBONG
1568, SMPS PGRI CIOMAS BOGOR
1569, SMPS PGRI JASINGA
1570, SMPS PGRI SUKAMAKMUR
1571, SMPS PLUS AL HIDAYAH
1572, SMPS PLUS AL MAHFUDZ
1573, SMPS PLUS ALWATASI
1574, SMPS PUI SETIA NEGARA
1575, SMPS PURWA BHAKTI
1576, SMPS PUTRA CAHAYA
1577, SMPS PUTRA MELATI
1578, SMPS REGINA CAELI
1579, SMPS SEKOLAH ALAM BOGOR
1580, SMPS SULTHAN
1581, SMPS TAHFIZH AL BASYIR
1582, SMPS TAMAN QURANIYAH
1583, SMPS TARBIYATUL HUDA
1584, SMPS TARUNA BHAKTI
1585, SMPS TARUNA EKA BANGSA
1586, SMPS TEKNOLOGI INDONESIA
1587, SMPS TERPADU AL MAARIF
1588, SMPS TRIWIJAYA
1589, SMPS TUNAS BANGSA
1590, SMPS WIDYABHAKTI CIGOMBONG
1591, SMPS YAFAHI
1592, SMPS YAPA
1593, SMPS YAPNI
1594, SMPS YKTB
1595, SMP 20 MEI RAUDLATUSSAADAH
1596, SMP 6 PSKD
1597, SMP ADVENT DEPOK TIMUR
1598, SMP AL FARABI
1599, SMP AL HASRA
1600, SMP AL IHSAN
1601, SMP AL ISLAM CIMANGGIS
1602, SMP AL KINDI
1603, SMP AL-ARAF INDONESIA
1604, SMP AR-RAHMAN ISLAMIC SCHOOL
1605, SMP AR-RIDHA AL SALAAM
1606, SMP ARRAHMAN
1607, SMP ASH SHOLIHIN
1608, SMP ATLANTIS PLUS
1609, SMP AVICENNA CINERE
1610, SMP AZ-ZAHRA
1611, SMP BAKTI JAYA
1612, SMP BINA ADZKIA
1613, SMP BINA INDONESIA GEMILANG BOARDING SCHOOL
1614, SMP BINA INSAN CENDIKIA
1615, SMP BINA MULIA
1616, SMP BINA SEJAHTERA
1617, SMP BINA TAQWA
1618, SMP BINTARA DEPOK
1619, SMP BRIGHTON
1620, SMP BUDI BHAKTI
1621, SMP BUDI CENDEKIA ISLAMIC SCHOOL
1622, SMP BUDI UTOMO
1623, SMP CAHAYA BANGSA NURUL HUDA
1624, SMP CAKRA BUANA
1625, SMP CITA PERSADA
1626, SMP CITRA BANGSA
1627, SMP CITRA NEGARA
1628, SMP DAARUN NI`MAH
1629, SMP DARUL ILMI
1630, SMP DARUL QURAN ANNAYYIROH
1631, SMP DARUL ULUM
1632, SMP DHARMA PERTIWI
1633, SMP DWIGUNA
1634, SMP FABRIAN
1635, SMP FAJAR PLUS
1636, SMP FATAHILLAH
1637, SMP GANESA SATRIA
1638, SMP GELORA DEPOK
1639, SMP GENESIS MEDICARE
1640, SMP HARAPAN BANGSA
1641, SMP HARAPAN MASSA
1642, SMP HARJAMUKTI
1643, SMP HIDAYATUL ATHFAL
1644, SMP HIGHFIELD
1645, SMP HOLY FAITHFUL OBEDIENT
1646, SMP IBNU HAJAR BOARDING SCHOOL
1647, SMP INFORMATIKA DAN TAHFIDZ ADZIKRA
1648, SMP INKLUSI AL IRSYAD AL ISLAMIYYAH
1649, SMP INTEGRAL HIDAYATULLAH
1650, SMP ISLAM AL ATTASIYAH
1651, SMP ISLAM AL HASANAH
1652, SMP ISLAM AL ISTIQOMAH
1653, SMP ISLAM AL MAARIF
1654, SMP ISLAM AL MUHAJIRIN
1655, SMP ISLAM ARRIDHO
1656, SMP ISLAM ARRIHLAH
1657, SMP ISLAM AS-SAADATAIN
1658, SMP ISLAM ASHHABURRATIB
1659, SMP ISLAM ASSALAMAH
1660, SMP ISLAM ASY SARKOWI
1661, SMP ISLAM AT-TAWWAABIIN
1662, SMP ISLAM BINAKHEIR SCHOOL
1663, SMP ISLAM BUDAYA
1664, SMP ISLAM CAKRA NUSANTARA
1665, SMP ISLAM CIPTA INSANI CIPAYUNG
1666, SMP ISLAM DAARUL ILMI DEPOK
1667, SMP ISLAM DARUL QURAN
1668, SMP ISLAM DIAN DIDAKTIKA
1669, SMP ISLAM FITRAH AL FIKRI
1670, SMP ISLAM GHAMA AL FATIH
1671, SMP ISLAM HIDAYATUL IHSAN
1672, SMP ISLAM KREATIF AL KHOERIYAH
1673, SMP ISLAM NIMATUL UMMAH
1674, SMP ISLAM NURSYAMSI
1675, SMP ISLAM NURUL FIKRI PEDULI
1676, SMP ISLAM NURUL HAYAT
1677, SMP ISLAM NURUL HIDAYAH
1678, SMP ISLAM NURUL IKHLAS
1679, SMP ISLAM NURUL QURAN
1680, SMP ISLAM NURUS SKHI
1681, SMP ISLAM NUSANTARA
1682, SMP ISLAM PONDOK DUTA
1683, SMP ISLAM RADEN PATAH
1684, SMP ISLAM RAMAH ANAK
1685, SMP ISLAM SA`ID YUSUF
1686, SMP ISLAM TAUFIQURRAHMAN
1687, SMP ISLAM TERPADU AL QALAM
1688, SMP ISLAM TERPADU AMEC
1689, SMP ISLAM TERPADU DAARUL RAHMAN
1690, SMP ISLAM TERPADU NURUL FIKRI
1691, SMP ISLAM TERPADU RAFLESIA
1692, SMP ISLAM TERPADU SAINS AL QURAN AL ABROR
1693, SMP ISLAM TERPADU TRI SUKSES
1694, SMP ISLAM YAPKUM
1695, SMP ISLAM YKS
1696, SMP ISLAMIYAH SAWANGAN
1697, SMP ISLAMIYAH SERUA
1698, SMP IT AL HIKMAH
1699, SMP IT AL MUAWWANAH
1700, SMP IT AL-MUQORROBIN
1701, SMP IT ALEXANDRIA
1702, SMP IT AN NAJAH
1703, SMP IT AT-TAUFIQ
1704, SMP IT AZMIA
1705, SMP IT DAARUL FIKRI
1706, SMP IT DAROJAATUL ULUUM
1707, SMP IT DARUL ABIDIN
1708, SMP IT MIFTAHUL ULUM
1709, SMP IT PESANTREN NURURRAHMAN
1710, SMP IT ROHIMANA
1711, SMP IT RUHAMA
1712, SMP IT TUNAS BANGSA INSAN MANDIRI
1713, SMP IT UMMUL QURO
1714, SMP KARYA BANGSA
1715, SMP KARYA PUTRA BANGSA
1716, SMP KASIH DEPOK
1717, SMP KATOLIK PERMATA BUNDA
1718, SMP KESUMA DEPOK
1719, SMP LA ROYBA ISLAMIC SCHOOL
1720, SMP LAZUARDI AL FALAH GIS
1721, SMP LAZUARDI GIS
1722, SMP MADANI
1723, SMP MADINATUL QUR AN
1724, SMP MARDI YUANA DEPOK
1725, SMP MARIA
1726, SMP MAWADDAH
1727, SMP MIZAN
1728, SMP MUARA ILMU
1729, SMP MUHAMMADIYAH 1
1730, SMP MUHAMMADIYAH 19
1731, SMP MUHAMMADIYAH 2 RANGKAPANJAYA
1732, SMP MUHAMMADIYAH 29 SAWANGAN
1733, SMP MUHAMMADIYAH 3
1734, SMP MUHAMMADIYAH 4 DEPOK
1735, SMP MUHAMMADIYAH CISALAK
1736, SMP MULYA BHAKTI
1737, SMP MUTIARA
1738, SMP MUTIARA BANGSA
1739, SMP NEGERI 1 DEPOK
1740, SMP NEGERI 10 DEPOK
1741, SMP NEGERI 11
1742, SMP NEGERI 12 DEPOK
1743, SMP NEGERI 13 DEPOK
1744, SMP NEGERI 14 DEPOK
1745, SMP NEGERI 15 DEPOK
1746, SMP NEGERI 16 DEPOK
1747, SMP NEGERI 17 DEPOK
1748, SMP NEGERI 18 DEPOK
1749, SMP NEGERI 19 DEPOK
1750, SMP NEGERI 2 DEPOK
1751, SMP NEGERI 20 DEPOK
1752, SMP NEGERI 21 DEPOK
1753, SMP NEGERI 22 DEPOK
1754, SMP NEGERI 23 DEPOK
1755, SMP NEGERI 24 DEPOK
1756, SMP NEGERI 25 DEPOK
1757, SMP NEGERI 26 DEPOK
1758, SMP NEGERI 27 DEPOK
1759, SMP NEGERI 28 DEPOK
1760, SMP NEGERI 29 DEPOK
1761, SMP NEGERI 3 DEPOK
1762, SMP NEGERI 30 DEPOK
1763, SMP NEGERI 31 DEPOK
1764, SMP NEGERI 32 DEPOK
1765, SMP NEGERI 33 DEPOK
1766, SMP NEGERI 4 DEPOK
1767, SMP NEGERI 5 DEPOK
1768, SMP NEGERI 6 DEPOK
1769, SMP NEGERI 7 DEPOK
1770, SMP NEGERI 8 DEPOK
1771, SMP NEGERI 9 DEPOK
1772, SMP NURUL IMAN
1773, SMP NURUSSALAM
1774, SMP NUSA BHAKTI
1775, SMP PANMAS
1776, SMP PELITA 1 DEPOK
1777, SMP PELITA 2
1778, SMP PERINTIS DEPOK
1779, SMP PERJUANGAN INFORMATIKA TERPADU
1780, SMP PERMATA
1781, SMP PERMATA BUNDA
1782, SMP PESANTREN CENDEKIA AMANAH
1783, SMP PGRI 1
1784, SMP PGRI 363 PONDOK PETIR
1785, SMP PGRI CIMANGGIS
1786, SMP PGRI DEPOK II TENGAH
1787, SMP PGRI DEPOK JAYA
1788, SMP PGRI KALIMULYA
1789, SMP PLUS CAHAYA INSAN
1790, SMP PLUS SIRAJUSSA`ADAH
1791, SMP PONDOK DAUN
1792, SMP PRATIWI JUNIOR HIGH SCHOOL
1793, SMP PRESTASI GLOBAL
1794, SMP PRIBADI
1795, SMP PRISMA
1796, SMP PURNAMA
1797, SMP PUTRA BANGSA
1798, SMP PUTRI MAZAYA ASSUNAH
1799, SMP RATU JAYA
1800, SMP RAUDLATUL FALAH
1801, SMP SANTA THERESIA
1802, SMP SEGAR
1803, SMP SEKOLAH CIBUBUR INDONESIA
1804, SMP SETIA NEGARA DEPOK
1805, SMP SILOAM
1806, SMP SPRINGFIELD
1807, SMP TADIKA PERTIWI CINERE
1808, SMP TAHFIZH QUR AN FANTASTIS
1809, SMP TARBIYAH ISLAMIYAH
1810, SMP TARUNA BAJA 1
1811, SMP TARUNA BHAKTI
1812, SMP TERPADU AL MANAR AZHARI
1813, SMP TERPADU BAITUL HIKMAH
1814, SMP TERPADU DARUSSALAM
1815, SMP THE INDONESIA NATURAL SCHOOL
1816, SMP TIRTAMARTA-BPK PENABUR CINERE
1817, SMP TQT MADINATUL QURAN
1818, SMP TRIGUNA DEPOK
1819, SMP TRITURA
1820, SMP TUNAS BANGSA
1821, SMP UTAMA
1822, SMP WIYATA BHAKTI
1823, SMP YAPAN INDONESIA
1824, SMP YAPEMRI
1825, SMP YAPPA
1826, SMP YASPEN TUGU IBU I
1827, SMP YASPEN TUGU IBU II
1828, SMP ZAMZAM SYIFA BOARDING SCHOOL
1829, SMPI AL FALAH
1830, SMPI AL FALAH RATUJAYA
1831, SMPIT AL HARAKI
1832, SMPIT AL HIKMAH
1833, SMPIT ARRAHMAH
1834, SMPIT AS SHOF
1835, SMPIT BINA INSAN KAMIL
1836, SMPIT DARUL BAROKAH
1837, SMPIT DARUL HIKAM
1838, SMPIT MAULANA ABBASYIAH
1839, SMPIT MISBAAHUSSUDUUR
1840, SMPIT PUTRA CENDEKIA
1841, SMPIT RAHMANIYAH
1842, SMPK PENABUR
1843, SMPS ISLAM ALHAMIDIYAH
1844, SMPS IT ALQUDWAH
1845, SMPS IT ARAFAH
1846, SMPS IT DARUS SHOLIHIN
1847, SMPS IT ULUMUL QURAN
1848, SMPS KARAKTER
1849, SMPS NASIONAL PLUS TUNAS GLOBAL
1850, SMPS TIRTAJAYA
1851, SMPS YADIKA 12
1852, SMP ISLAM AL-FAJAR MALEBER
1853, SMP AL-MAMOEN
1854, SMP AN-NUR HADIS CIANJUR
1855, SMP BINA INSAN PASUNDAN
1856, SMP BPK PENABUR CIANJUR
1857, SMP BUNGA PERSADA CIANJUR
1858, SMP GARNESIA
1859, SMP HARAPAN KASIH BANGSA
1860, SMP I ISLAMIYAH KOPO KARANGTENGAH
1861, SMP INNOVATIVE SCHOOL CIANJUR
1862, SMP INSAN TAZKIA
1863, SMP ISLAM AL UZLAH
1864, SMP ISLAM AL-HUSNA MADANI
1865, SMP ISLAM CENDEKIA
1866, SMP ISLAM KREATIF
1867, SMP ISLAM MITRA AL KHAIDIR BOARDING SCHOOL
1868, SMP ISLAM SIROJUSSYAFIIYYAH
1869, SMP ISLAM SULAIMANIYYAH
1870, SMP ISLAM TERPADU AL IKHWAN
1871, SMP ISLAMIC CENTRE MUHAMMADIYAH
1872, SMP IT AL-ANWARIYYAH
1873, SMP IT AL-QALAM
1874, SMP IT AS-SYAUQIE
1875, SMP IT DAAR EL MUMTAAZ
1876, SMP IT DAARUL HIKMAH
1877, SMP IT DAARUL MUTTAQIN
1878, SMP IT DAARUTTAQWA ASYAMSURIYYAH
1879, SMP IT DARUL FALAH
1880, SMP IT DARUSSALAM AL-BISRI
1881, SMP IT INSAN CITA NURUL HUDA CIANJUR
1882, SMP IT IZZUL ISLAM
1883, SMP IT MANDIRI BERSEMI
1884, SMP KABAR BAIK CIANJUR
1885, SMP MIFTAHUSSAADAH
1886, SMP MISHBAHULMUTTAQIEN
1887, SMP NEGERI 1 CIANJUR
1888, SMP NEGERI 1 CIPANAS
1889, SMP NEGERI 1 KARANGTENGAH
1890, SMP NEGERI 1 PACET
1891, SMP NEGERI 2 CIANJUR
1892, SMP NEGERI 2 CIPANAS
1893, SMP NEGERI 2 KARANGTENGAH
1894, SMP NEGERI 2 PACET
1895, SMP NEGERI 3 CIANJUR
1896, SMP NEGERI 3 CIPANAS
1897, SMP NEGERI 3 KARANGTENGAH
1898, SMP NEGERI 4 CIANJUR
1899, SMP NEGERI 4 KARANGTENGAH
1900, SMP NEGERI 5 CIANJUR
1901, SMP PERINTIS
1902, SMP PGRI 2 CIANJUR
1903, SMP PGRI KARANGTENGAH
1904, SMP PLUS AR-RAHMAH
1905, SMP PLUS AT-TANWIIR
1906, SMP PPT ASHABULYAMIN CIANJUR
1907, SMP S AL AZHARY CIANJUR
1908, SMP S AL ITTIHAD
1909, SMP S AL KHAIRIYAH
1910, SMP S AL MADINA
1911, SMP S BINA UTAMA
1912, SMP S COKROAMINOTO CIANJUR
1913, SMP S ISLAM AL AZHAR 20 CIANJUR
1914, SMP S ISLAM AL IANAH
1915, SMP S K KANAAN CIANJUR
1916, SMP S MARDI YUANA CIANJUR
1917, SMP S MARDI YUANA CIPANAS
1918, SMP S MUHAMMADIYAH CIANJUR
1919, SMP S MUHAMMADIYAH CIPANAS
1920, SMP S PASUNDAN CIANJUR
1921, SMP S PGRI 1 CIANJUR
1922, SMP S PGRI CIPANAS
1923, SMP S RAUDATUL ULUM
1924, SMP S TERPADU MIFTAHUL ULUM
1925, SMP S YAPIP
1926, SMP TAHFIDZ AL-MUCHTARIAH
1927, SMP TARUNA NEGERI 1 CIANJUR
1928, SMP TUNAS TARUNA JAYA
1929, SMP VANCANITTY
1930, SMPS ISLAM TERPADU AL-MADINAH
1931, SMPS IT AL-AMIN
1932, SMPS IT MIFTAHUSSA`ADAH
1933, MTSN 26 JAKARTA
1934, MTS AS SALAFIYAH
1935, MTSN 8 JAKARTA
1936, MTSN 10 JAKARTA
1937, MTSN 11 JAKARTA
1938, MTSN 12 JAKARTA
1939, MTSN 27 JAKARTA
1940, MTSN 35 JAKARTA
1941, MTSN 36 JAKARTA
1942, MTSN 37 JAKARTA
1943, MTSN 40 JAKARTA
1944, MTSS AL JAIRY
1945, MTSS SIROJUL HUDA
1946, MTSS AL GAOTSIYAH
1947, MTSS AMANATUL MUSLIMIN
1948, MTSS TAHDZIBUN NUFUS
1949, MTSS NAHJUL HUDA
1950, MTSS TARBIYATUL ATHFAL
1951, MTSS AL-KHAIRIYAH
1952, MTSS SAADATUDDARAIN
1953, MTSS ATTHOYIBIYYAH
1954, MTSS AL ISLAMIYAH
1955, MTSS AL-FAKHRIYYAH
1956, MTSS AL WASHILLAH
1957, MTSS AL HIDAYAH
1958, MTSS AL-ISLAMIYAH SRENGSENG
1959, MTSS CHAIRIYAH MANSURIYAH
1960, MTSS AL-MAFATIH
1961, MTSS AL IHSAN
1962, MTSS AL-UKHUWWAH
1963, MTSS DARUL ULUM
1964, MTSS AL MUNAWWAROH
1965, MTSS ANNIDA AL ISLAMY
1966, MTSS NURUL QURAN
1967, MTSS AD DAWAH
1968, MTSS AL ITQON
1969, MTSS DAWATUL ISLAMIYAH
1970, MTSS AT TAUBAH
1971, MTSS AL WAHAB
1972, MTSS DA&#039;IL KHAIRAAT
1973, MTSS FAJRUL ISLAMI
1974, MTSS SAFINATUL HUSNA
1975, MTSS MINHAJUT THOLIBIN
1976, MTSS AL MUNAWAR
1977, MTS CORDOVA
1978, MTSS AN-NUR
1979, MTSS AL HAYAH
1980, MTSS ISTIQLAL
1981, MTSS NURANI
1982, MTSS JAMIAT KHEIR
1983, MTSS AL QALAM
1984, MTSS JAKARTA PUSAT
1985, MTSS AL MUDDATSIRIYAH
1986, MTSN 9 JAKARTA
1987, MTSN 32 JAKARTA
1988, MTSN 19 JAKARTA
1989, MTSN 3 JAKARTA
1990, MTSN 13 JAKARTA
1991, MTSN 1 JAKARTA
1992, MTSN 41 AL-AZHAR ASY-SYARIF JAKARTA
1993, MTSN 23 JAKARTA
1994, MTSN 2 JAKARTA
1995, MTSN 4 JAKARTA
1996, MTSS FATIMATUL AMIN
1997, MTSS RAUDHOTUL ULUM
1998, MTSS FATAHILLAH
1999, MTSS AL ISLAMIYAH
2000, MTSS MUHAMMADIYAH
2001, MTSS RUHUL ISLAM
2002, MTSS TANWIRUL QULUB
2003, MTSS RPI
2004, MTSS RAUDHATUL MUTA&#039;ALLIMIN
2005, MTSS JAMIATUL HUDA
2006, MTSS DARUSSAADAH PONCOL
2007, MTSS YKM 3
2008, MTSS NURUL AMANAH
2009, MTSS AL JIHADIYAH
2010, MTSS ATTAHIRIYAH
2011, MTSS YASDA
2012, MTSS SUDAN AFRICA ASIA
2013, MTSS AR ROFI&#039;I
2014, MTSS AL-TSAQAFAH
2015, MTSS SYARIF HIDAYATULLAH
2016, MTSS AS-SYAFI&#039;IYAH 01
2017, MTSS MTM
2018, MTSS MIFTAHUL UMAM
2019, MTSS DARUL MAARIF
2020, MTSS AL HIDAYATUSSALAFIYAH
2021, MTSS HIDAYATUL ANAM
2022, MTSS AL-MA&#039;MURIYAH
2023, MTSS AL HUSNA
2024, MTSS NURUL HUDA
2025, MTSS MANARATUL ISLAM
2026, MTSS RAUDLATUL ILMIYAH
2027, MTSS AL-QURANIYAH
2028, MTSS HIDAYATUT THOLIBIN
2029, MTSS MADARIJUT THALIBIN
2030, MTSS AL MAKMUR CIGANJUR
2031, MTSS DAARUSSA&#039;ADAH
2032, MTSS AL KHAIRIYAH
2033, MTSS SA&#039;ADATUDDARAIN
2034, MTSS DAARUSSALAAM
2035, MTSS NURUSSAADAH
2036, MTSS AL MAWADDAH
2037, MTSS DARUSSA&#039;ADAH PEDURENAN
2038, MTSS NURUL HIDAYAH
2039, MTSS NURUL HUDA
2040, MTSS PEMBANGUNAN UIN
2041, MTSS AL FALAH
2042, MTSS ASSA&#039;ADAH
2043, MTSS DARUSSALAM
2044, MTSS MANARUL HUDA
2045, MTSS AL MUSYARROFAH
2046, MTSS DARUNNAJAH ULUJAMI
2047, MTSS AL-IKHLAS
2048, MTSS NURUL FALAH
2049, MTSS AL ASYIROTUSSYAFI&#039;IYYAH
2050, MTSS NURUSSALAM
2051, MTSS ANNAJAH
2052, MTSS MIFTAHUL FALAH
2053, MTSN 31 JAKARTA
2054, MTSN 33 JAKARTA
2055, MTSN 34 JAKARTA
2056, MTSN 42 JAKARTA
2057, MTSN 6 JAKARTA
2058, MTSN 7 JAKARTA
2059, MTSN 14 JAKARTA
2060, MTSN 25 JAKARTA
2061, MTSN 28 JAKARTA
2062, MTSN 29 JAKARTA
2063, MTSN 30 JAKARTA
2064, MTSN 24 JAKARTA
2065, MTSN 21 JAKARTA
2066, MTSN 22 JAKARTA
2067, MTSN 16 JAKARTA
2068, MTSN 17 JAKARTA
2069, MTSN 18 JAKARTA
2070, MTSN 20 JAKARTA
2071, MTSS BHAKTI PERSADA
2072, MTSS TERPADU AL-KHOBIR ISLAMIC BOARDING SCHOOL
2073, MTSS AL MAGHFIROH
2074, MTSS KAFILA IBNU MAS&#039;UD
2075, MTSS INSAN KAMIL
2076, MTSS AMANAH BAMADITA
2077, MTSS AL FATAH
2078, MTSS NURUL ISLAM
2079, MTSS SIRRUL ASROR
2080, MTSS AR RAHMAN
2081, MTSS KAFILA
2082, MTSS MARDHOTILLAH
2083, MTSS ASSA&#039;ADAH
2084, MTSS ASSYAIRIYAH ATTAHIRIYAH
2085, MTSS HAUDIYAH AL WATHONIYAH 43
2086, MTSS MIFTAHUL HUDA
2087, MTSS JAUHAROTUL HUDA
2088, MTSS NURUL HUDA
2089, MTSS NURUL FALAH
2090, MTSS TSAQOFAH ADDARAIN
2091, MTSS RABIAH AL-ADAWIYAH
2092, MTSS LAN TABOER
2093, MTSS UMDATUR RASIKHIN
2094, MTSS AL WATHONIYAH 4
2095, MTSS AL QUDWAH AL MUQADDASAH
2096, MTSS AL WATHONIYAH 5
2097, MTSS AL WATHONIYAH 8
2098, MTSS AL WATHONIYAH 07
2099, MTSS AL WATHONIYAH 17
2100, MTSS AL WATHONIYAH 10
2101, MTSS AL WATHONIYAH 6
2102, MTSS AL WATHONIYAH
2103, MTSS ARRAHMAH UK
2104, MTSS AMIRUDDIN WAL MUNAWAROH
2105, MTSS RAUDLATUL FALAH
2106, MTSS NURUL FALAH DS
2107, MTSS PERSATUAN ISLAM
2108, MTSS ZIYADATUL HUDA
2109, MTSS AL HIKMAH
2110, MTSS AL AKHYARIYAH
2111, MTSS AL KENANIYAH
2112, MTSS AL FALAH U-M
2113, MTSS AL ASYIROH
2114, MTSS AL LATHIFIYAH
2115, MTSS AL HILAL
2116, MTSS AL HIDAYAH
2117, MTSS AL FALAH KLENDER
2118, MTSS AL JAUHARIYAH
2119, MTSS AL HUMAID
2120, MTSS AL WASHLIYAH
2121, MTSS AL WATHONIYAH 2
2122, MTSS AL WATHONIYAH 1
2123, MTSS AL WATHONIYAH IA
2124, MTSS AL WATHONIYAH AL HAMIDIYAH
2125, MTSS HASANATUDDARAIN
2126, MTSS AZ ZIYADAH
2127, MTSS NURUL HIJRAH
2128, MTSS NURUL AMAL
2129, MTSS AL IKHLAS
2130, MTSS TAPAK SUNAN
2131, MTSS AL BAHRI
2132, MTSS AN NASYATUL ILMIYAH
2133, MTSS INWANUL HUDA
2134, MTSS MU&#039;AWANATUL IKHWAN
2135, MTSS JAUHAROTUN NAQIYAH
2136, MTSS ZIYADATUL IHSAN
2137, MTSS RUHUL ULUM
2138, MTSS PKP DKI JAKARTA
2139, MTSS AR-RAHMAH
2140, MTSS ASSYAFIIYAH 04
